5f3be07c214c040cc788200309adb0ab30d94d245325172315ad500d272e042b,
0.392981774538,0.422584497862,
0.411369302882,0.428329945808,
0.40215544297,0.421329016641,
0.411464633625,0.422448533853,
0.402025878904,0.420457137595,
